% Model,LargeGraphiteBlockCharge_v3_rad_spacing.mph
% Version,COMSOL 6.0.0.405
% Date,"Sep 27 2022, 14:38"
% Table,Accumulated Probe Table 24 - 
% hours (h),rad_spac (m),Time (s),"Temperature (K), inlet_T","Temperature (K), outlet_T_5","Temperature (K), block_1","Temperature (K), Sn_block_1","Temperature (K), bottom_right_T","Outward mass flow rate across feature selection (kg/s), mass_flowrate",Global Variable Probe 1,"Temperature (K), G_block"
5,0.001,12960,2673,2320.4960836096616,2513.0476397822786,2543.742345502554,2262.6000975644247,0.24229738871773215,5.233893360880596E8,2541.0215424854086
5,0.001,13050,2673,2322.864956197729,2514.850471498639,2545.3338059507364,2264.482112309318,0.24229738871773215,5.233893360880596E8,2542.631233086354
5,0.001,13140,2673,2325.2379530613775,2516.6421480497684,2546.915994454784,2266.3807065737774,0.2422973887177323,5.233893360880596E8,2544.2317546487907
5,0.001,13230,2673,2327.615870228776,2518.4219844608065,2548.487823428182,2268.2968024239267,0.24229738871773196,5.233893360880596E8,2545.821965630955
5,0.001,13320,2673,2330.0119705593233,2520.188183708922,2550.040979216221,2270.2310167980395,0.24229738871773226,5.233893360880596E8,2547.3935505225963
5,0.001,13410,2673,2332.410643354099,2521.942965114666,2551.5852878813516,2272.181385672795,0.2422973887177319,5.233893360880596E8,2548.9563955055896
5,0.001,13500,2673,2334.8126702270497,2523.685858970077,2553.119345621384,2274.1484137011844,0.24229738871773257,5.233893360880596E8,2550.5090221551504
5,0.001,13590,2673,2337.2298021200268,2525.4151506204826,2554.634872099964,2276.1325681013977,0.2422973887177324,5.233893360880596E8,2552.0431421154117
5,0.001,13680,2673,2339.649180083302,2527.132889343023,2556.1413154674956,2278.1321567925675,0.24229738871773235,5.233893360880596E8,2553.5682814136426
5,0.001,13770,2673,2342.071680297924,2528.8386432182897,2557.6372558829767,2280.147539838647,0.24229738871773215,5.233893360880596E8,2555.082946626453
5,0.001,13860,2673,2344.5072444230696,2530.530483423327,2559.1150052659295,2282.1795971451247,0.24229738871773224,5.233893360880596E8,2556.5794384485
5,0.001,13950,2673,2346.945445118618,2532.2109573443763,2560.583154650603,2284.225775740594,0.24229738871773235,5.233893360880596E8,2558.066422174849
5,0.001,14040,2673,2349.3861764608714,2533.8793255782666,2562.0404496564693,2286.2868444347037,0.24229738871773202,5.233893360880596E8,2559.5425782028087
5,0.001,14130,2673,2351.8399472400934,2535.5335646455437,2563.477510331598,2288.3633144101427,0.24229738871773232,5.233893360880596E8,2560.9985034184115
5,0.001,14220,2673,2354.2939025973014,2537.176129233945,2564.9057720208357,2290.453433708609,0.24229738871773224,5.233893360880596E8,2562.4457304898006
5,0.001,14310,2673,2356.7485499894965,2538.806537890891,2566.323759848962,2292.5575937107847,0.24229738871773174,5.233893360880596E8,2563.882694550993
5,0.001,14400,2673,2359.212622041433,2540.422967180464,2567.722896250034,2294.67620015787,0.24229738871773177,5.233893360880596E8,2565.300786449351
5,0.001,14490,2673,2361.6766709722156,2542.0276868356264,2569.113090395573,2296.8075838767973,0.2422973887177319,5.233893360880596E8,2566.7100229698053
5,0.001,14580,2673,2364.1411995369053,2543.620208362609,2570.4928940920177,2298.952050061109,0.24229738871773257,5.233893360880596E8,2568.108876761828
5,0.001,14670,2673,2366.614164848094,2545.198696909778,2571.853577335624,2301.1099028430403,0.24229738871773196,5.233893360880596E8,2569.4885843922225
5,0.001,14760,2673,2369.086386383224,2546.765405145322,2573.205349952117,2303.279635827767,0.24229738871773226,5.233893360880596E8,2570.859462835156
5,0.001,14850,2673,2371.5581446319966,2548.319874276032,2574.546757722711,2305.4614775646946,0.2422973887177325,5.233893360880596E8,2572.2199749428964
5,0.001,14940,2673,2374.0360967518573,2549.860306685559,2575.86906322674,2307.6556363026807,0.24229738871773193,5.233893360880596E8,2573.5613428825327
5,0.001,15030,2673,2376.512478588193,2551.3888973523335,2577.182529878506,2309.8607716695255,0.24229738871773235,5.233893360880596E8,2574.8939494793435
5,0.001,15120,2673,2378.9876565001923,2552.905227058603,2578.4857046568845,2312.0770210644696,0.24229738871773251,5.233893360880596E8,2576.2162556587673
5,0.001,15210,2673,2381.4672353066253,2554.407563061013,2579.7700685749674,2314.304510632247,0.24229738871773185,5.233893360880596E8,2577.5196976953134
5,0.001,15300,2673,2383.9446001250926,2555.89802445323,2581.045583438975,2316.5420248916753,0.24229738871773196,5.233893360880596E8,2578.814358515381
5,0.001,15390,2673,2386.4199496410756,2557.3762150710786,2582.3108276532057,2318.78963176581,0.24229738871773196,5.233893360880596E8,2580.0987334668243
5,0.001,15480,2673,2388.8942064242087,2558.842073530232,2583.5646170496457,2321.046984555169,0.24229738871773224,5.233893360880596E8,2581.371627754346
5,0.001,15570,2673,2391.367886733167,2560.295514507118,2584.8062409382474,2323.3137177843128,0.24229738871773163,5.233893360880596E8,2582.632343619037
5,0.001,15660,2673,2393.8410900222943,2561.736454957159,2586.0352271828892,2325.5894742198348,0.2422973887177324,5.233893360880596E8,2583.8804181774785
5,0.001,15750,2673,2396.313512249478,2563.1648234972304,2587.251315483545,2327.8739107937863,0.24229738871773188,5.233893360880596E8,2585.1155853148703
5,0.001,15840,2673,2398.7870600877527,2564.5787480236604,2588.4475222848714,2330.1672301193153,0.24229738871773204,5.233893360880596E8,2586.3308158295495
5,0.001,15930,2673,2401.256774598208,2565.9807707460864,2589.633862237781,2332.468096228265,0.2422973887177319,5.233893360880596E8,2587.536231882588
5,0.001,16020,2673,2403.7218832406375,2567.3703430183855,2590.8096692224917,2334.776674643982,0.24229738871773182,5.233893360880596E8,2588.7310866741
5,0.001,16110,2673,2406.1838646714305,2568.7459029183515,2591.9670767647062,2337.0928894529893,0.24229738871773196,5.233893360880596E8,2589.907437862331
5,0.001,16200,2673,2408.6407624184562,2570.109488615059,2593.116153899984,2339.415881886846,0.24229738871773196,5.233893360880596E8,2591.0755079896812
5,0.001,16290,2673,2411.0928391438592,2571.4608392102855,2594.2556692538046,2341.745509196848,0.24229738871773182,5.233893360880596E8,2592.2339793082715
5,0.001,16380,2673,2413.541463265351,2572.798354043636,2595.3774851233666,2344.081643355017,0.2422973887177324,5.233893360880596E8,2593.374641610333
5,0.001,16470,2673,2415.9847828462853,2574.1241161826206,2596.491239548829,2346.423427423813,0.24229738871773193,5.233893360880596E8,2594.5072864676695
5,0.001,16560,2673,2418.4228848582743,2575.43779068796,2597.595515785805,2348.770720828069,0.24229738871773185,5.233893360880596E8,2595.6304104222468
5,0.001,16650,2673,2420.8560422462015,2576.739347017117,2598.689096061484,2351.123162494311,0.24229738871773193,5.233893360880596E8,2596.742783809836
5,0.001,16740,2673,2423.284396402976,2578.0287249403195,2599.771236552384,2353.4803894914508,0.24229738871773196,5.233893360880596E8,2597.8436685308247
5,0.001,16830,2673,2425.7077126809318,2579.305863384421,2600.841438819905,2355.842049607433,0.2422973887177324,5.233893360880596E8,2598.9325737697723
5,0.001,16920,2673,2428.125521920614,2580.5707118711484,2601.8994238754976,2358.2078014123244,0.24229738871773224,5.233893360880596E8,2600.009218471377
5,0.001,17010,2673,2430.5366510817958,2581.8215219461354,2602.938628397389,2360.577535485509,0.24229738871773185,5.233893360880596E8,2601.066971870003
5,0.001,17100,2673,2432.9407529611562,2583.0607168466354,2603.9684934510237,2362.9504644928566,0.24229738871773204,5.233893360880596E8,2602.115407783823
5,0.001,17190,2673,2435.337349734828,2584.287797831656,2604.988408689694,2365.3264656402084,0.24229738871773193,5.233893360880596E8,2603.1538425744643
5,0.001,17280,2673,2437.724484097864,2585.501288409368,2605.9908320589047,2367.7052769984643,0.24229738871773215,5.233893360880596E8,2604.174636319946
5,0.001,17370,2673,2440.104094895389,2586.703156980125,2606.985470656106,2370.0863491210266,0.24229738871773215,5.233893360880596E8,2605.1876713950346
5,0.001,17460,2673,2442.476192759833,2587.8931803316286,2607.9711580076983,2372.469403127033,0.24229738871773193,5.233893360880596E8,2606.19169608119
5,0.001,17550,2673,2444.838321324211,2589.0698132682983,2608.9399935764013,2374.8541382500057,0.24229738871773232,5.233893360880596E8,2607.178714423606
5,0.001,17640,2673,2447.1927376415956,2590.2351170887773,2609.901414364504,2377.2400577976746,0.24229738871773215,5.233893360880596E8,2608.1583405211827
5,0.001,17730,2673,2449.5393368290033,2591.388783871758,2610.8540615816732,2379.626878470994,0.2422973887177323,5.233893360880596E8,2609.129129270838
5,0.001,17820,2673,2451.8778377134577,2592.530802717948,2611.7967526590182,2382.014262853489,0.24229738871773193,5.233893360880596E8,2610.089883094889
5,0.001,17910,2673,2454.207910407685,2593.6611331478734,2612.728773880305,2384.4018827631407,0.2422973887177319,5.233893360880596E8,2611.039891932651
5,0.001,18000,2673,2456.529044803561,2594.779734267037,2613.6496600125274,2386.789419451035,0.24229738871773215,5.233893360880596E8,2611.9786933811797
5,0.01,0,2673,2173.000000847946,2173.0000627143518,2174.5738895908903,2173,0.24229733572570092,5.233893360880596E8,2173.3559846508597
5,0.01,90,2673,2173.0000098133396,2175.2355275614914,2203.231503901557,2173.000000017757,0.24229738871773063,5.233893360880596E8,2199.4277354006513
5,0.01,180,2673,2173.000015253298,2177.805975685844,2211.4230344562793,2173.0000001353224,0.24229738871773057,5.233893360880596E8,2207.5920354857126
5,0.01,270,2673,2173.0000422571406,2180.4187978991786,2216.8938394934053,2173.000000529878,0.242297388717731,5.233893360880596E8,2213.0439402729485
5,0.01,360,2673,2173.000123542111,2183.0639729629443,2221.4336659219366,2173.000001541936,0.24229738871773057,5.233893360880596E8,2217.576354596458
5,0.01,450,2673,2173.000275274261,2185.754139907238,2225.4725685053463,2173.000003905783,0.24229738871773096,5.233893360880596E8,2221.611488699881
5,0.01,540,2673,2173.0005447312496,2188.465094218571,2229.040340035209,2173.00000895756,0.24229738871773054,5.233893360880596E8,2225.1758308276367
5,0.01,630,2673,2173.0010663085322,2191.128404977568,2231.975884329238,2173.0000170033104,0.24229738871773046,5.233893360880596E8,2228.1031657218823
5,0.01,720,2673,2173.002016026671,2193.7255949059745,2234.4211994283473,2173.0000316561436,0.24229738871773043,5.233893360880596E8,2230.5443215753858
5,0.01,810,2673,2173.003750557045,2196.2637822900024,2236.5710676336203,2173.0000598990378,0.24229738871773043,5.233893360880596E8,2232.693149736319
5,0.01,900,2673,2173.006864170004,2198.787695058114,2238.820063274147,2173.0001150427465,0.2422973887177305,5.233893360880596E8,2234.945769728513
5,0.01,990,2673,2173.0115182050663,2201.3174907006774,2241.1902226032794,2173.000215388028,0.24229738871773077,5.233893360880596E8,2237.3196431396245
5,0.01,1080,2673,2173.018640373681,2203.8790015511113,2243.784529982435,2173.000401870718,0.24229738871773068,5.233893360880596E8,2239.9162674987483
5,0.01,1170,2673,2173.0283204117436,2206.4781319453896,2246.5284289549327,2173.0007152541834,0.2422973887177304,5.233893360880596E8,2242.661264663416
5,0.01,1260,2673,2173.041099260645,2209.0902655317464,2249.1786491109115,2173.0012382520513,0.24229738871773046,5.233893360880596E8,2245.3098620182554
5,0.01,1350,2673,2173.0569249407445,2211.6981712703287,2251.743751141006,2173.0020351585354,0.24229738871773077,5.233893360880596E8,2247.873739234718
5,0.01,1440,2673,2173.0755747986254,2214.283538042883,2254.155704850227,2173.0032263435546,0.24229738871773002,5.233893360880596E8,2250.2855382263965
5,0.01,1530,2673,2173.0969210558274,2216.842954725616,2256.4712196656,2173.0048902174,0.24229738871772963,5.233893360880596E8,2252.6019300694707
5,0.01,1620,2673,2173.1197950241512,2219.402512676227,2258.9208337334762,2173.0074919210456,0.24229738871773068,5.233893360880596E8,2255.053652502666
5,0.01,1710,2673,2173.143496091157,2221.9647009588225,2261.367925862044,2173.0106620061674,0.242297388717731,5.233893360880596E8,2257.501645646389
5,0.01,1800,2673,2173.1687728758316,2224.5261316800797,2263.8350715157085,2173.014533304068,0.24229738871773085,5.233893360880596E8,2259.969432128282
5,0.01,1890,2673,2173.1961235191775,2227.0889042877534,2266.314488573048,2173.019154343209,0.24229738871773063,5.233893360880596E8,2262.4493973193817
5,0.01,1980,2673,2173.226254660446,2229.6534626055964,2268.8087409096274,2173.0245627202344,0.2422973887177301,5.233893360880596E8,2264.944213058614
5,0.01,2070,2673,2173.259737803953,2232.2202643451774,2271.315483778761,2173.030805223786,0.24229738871773046,5.233893360880596E8,2267.4515296009085
5,0.01,2160,2673,2173.297216096904,2234.789366098444,2273.832296936569,2173.0379454630483,0.24229738871773063,5.233893360880596E8,2269.9689701200227
5,0.01,2250,2673,2173.3392785437686,2237.360541649718,2276.356716059244,2173.0460676414473,0.2422973887177312,5.233893360880596E8,2272.4941035567717
5,0.01,2340,2673,2173.3865203205114,2239.9334309359338,2278.886173193686,2173.055277645179,0.24229738871773068,5.233893360880596E8,2275.024311649772
5,0.01,2430,2673,2173.4395083772374,2242.507568803664,2281.418578170443,2173.0657028101427,0.2422973887177305,5.233893360880596E8,2277.557444624808
5,0.01,2520,2673,2173.498791308252,2245.0824806241053,2283.9520719244515,2173.077490840788,0.2422973887177305,5.233893360880596E8,2280.091646156042
5,0.01,2610,2673,2173.5648870273335,2247.657710741718,2286.4852426501475,2173.0908083730956,0.242297388717731,5.233893360880596E8,2282.6255497078973
5,0.01,2700,2673,2173.6382769418015,2250.2328590536263,2289.0170751027817,2173.105839371642,0.24229738871773104,5.233893360880596E8,2285.1582079887567
5,0.01,2790,2673,2173.719403560251,2252.8075928990756,2291.5470097815355,2173.122783433897,0.24229738871773104,5.233893360880596E8,2287.689080462237
