% Model,LargeGraphiteBlockCharge_v3_mdotbnd_charge_allhours.mph
% Version,COMSOL 6.0.0.405
% Date,"Sep 28 2023, 15:53"
% Table,Accumulated Probe Table 26 - 
% hours (h),max_flowrate_factor,Time (s),"Temperature (K), inlet_T","Temperature (K), outlet_T_5","Temperature (K), block_1","Temperature (K), Sn_block_1","Temperature (K), bottom_right_T","Outward mass flow rate across feature selection (kg/s), mass_flowrate"
1,1,10656,2673,2635.3,2628,2658,2581.2,1.2238
1,1,10692,2673,2635.7,2628.4,2658.2,2581.9,1.2238
1,1,10728,2673,2636,2628.8,2658.3,2582.5,1.2238
1,1,10764,2673,2636.3,2629.2,2658.4,2583.2,1.2238
1,1,10800,2673,2636.6,2629.6,2658.6,2583.8,1.2238
1,1,10836,2673,2636.9,2629.9,2658.7,2584.5,1.2238
1,1,10872,2673,2637.2,2630.3,2658.8,2585.1,1.2238
1,1,10908,2673,2637.5,2630.7,2659,2585.8,1.2238
1,1,10944,2673,2637.8,2631,2659.1,2586.4,1.2238
1,1,10980,2673,2638.1,2631.4,2659.2,2587,1.2238
1,1,11016,2673,2638.3,2631.7,2659.3,2587.6,1.2238
1,1,11052,2673,2638.6,2632.1,2659.5,2588.3,1.2238
1,1,11088,2673,2638.9,2632.5,2659.6,2588.9,1.2238
1,1,11124,2673,2639.2,2632.8,2659.7,2589.5,1.2238
1,1,11160,2673,2639.5,2633.1,2659.8,2590.1,1.2238
1,1,11196,2673,2639.8,2633.5,2660,2590.7,1.2238
1,1,11232,2673,2640,2633.8,2660.1,2591.3,1.2238
1,1,11268,2673,2640.3,2634.2,2660.2,2591.9,1.2238
1,1,11304,2673,2640.6,2634.5,2660.3,2592.5,1.2238
1,1,11340,2673,2640.9,2634.8,2660.4,2593.1,1.2238
1,1,11376,2673,2641.1,2635.2,2660.6,2593.7,1.2238
1,1,11412,2673,2641.4,2635.5,2660.7,2594.3,1.2238
1,1,11448,2673,2641.7,2635.8,2660.8,2594.8,1.2238
1,1,11484,2673,2641.9,2636.1,2660.9,2595.4,1.2238
1,1,11520,2673,2642.2,2636.5,2661,2596,1.2238
1,1,11556,2673,2642.4,2636.8,2661.1,2596.5,1.2238
1,1,11592,2673,2642.7,2637.1,2661.2,2597.1,1.2238
1,1,11628,2673,2642.9,2637.4,2661.3,2597.7,1.2238
1,1,11664,2673,2643.2,2637.7,2661.4,2598.2,1.2238
1,1,11700,2673,2643.4,2638,2661.6,2598.8,1.2238
1,1,11736,2673,2643.7,2638.3,2661.7,2599.3,1.2238
1,1,11772,2673,2643.9,2638.6,2661.8,2599.9,1.2238
1,1,11808,2673,2644.2,2638.9,2661.9,2600.4,1.2238
1,1,11844,2673,2644.4,2639.2,2662,2600.9,1.2238
1,1,11880,2673,2644.7,2639.5,2662.1,2601.5,1.2238
1,1,11916,2673,2644.9,2639.8,2662.2,2602,1.2238
1,1,11952,2673,2645.1,2640.1,2662.3,2602.5,1.2238
1,1,11988,2673,2645.4,2640.4,2662.4,2603.1,1.2238
1,1,12024,2673,2645.6,2640.6,2662.5,2603.6,1.2238
1,1,12060,2673,2645.8,2640.9,2662.6,2604.1,1.2238
1,1,12096,2673,2646.1,2641.2,2662.7,2604.6,1.2238
1,1,12132,2673,2646.3,2641.5,2662.8,2605.1,1.2238
1,1,12168,2673,2646.5,2641.8,2662.9,2605.6,1.2238
1,1,12204,2673,2646.7,2642,2663,2606.1,1.2238
1,1,12240,2673,2647,2642.3,2663.1,2606.6,1.2238
1,1,12276,2673,2647.2,2642.6,2663.1,2607.1,1.2238
1,1,12312,2673,2647.4,2642.8,2663.2,2607.6,1.2238
