% Model,LargeGraphiteBlockCharge_v3_mdotbnd_charge_discharge.mph
% Version,COMSOL 6.0.0.405
% Date,"Oct 3 2022, 18:08"
% Table,Accumulated Probe Table 24 - 
% hours (h),max_flowrate_factor,Time (s),"Temperature (K), inlet_T","Temperature (K), outlet_T_5","Temperature (K), block_1","Temperature (K), Sn_block_1","Temperature (K), bottom_right_T","Outward mass flow rate across feature selection (kg/s), mass_flowrate",Global Variable Probe 1
72,10,13500,2173,2672.964466427258,2572.2078668663794,2552.182605814982,2672.9864130887177,0.06441766575277656,32.206543886576306
72,10,13680,2173,2672.9611506845117,2570.866607395183,2550.8416162532803,2672.985007890167,0.06441807924444183,32.20653702393717
72,10,13860,2173,2672.957549205224,2569.5253664426764,2549.500648007587,2672.9834670225196,0.06441855035991509,32.20654056129642
72,10,14040,2173,2672.9536679907205,2568.1841427001023,2548.159714382412,2672.981792217043,0.06441905409694768,32.20654238426161
72,10,14220,2173,2672.949514712895,2566.842934897477,2546.818800309682,2672.9799858852375,0.06441957364835876,32.20653458350851
72,10,14400,2173,2672.9450106289605,2565.5017441888053,2545.477845545023,2672.9780088200027,0.06442017174820155,32.20654344937405
72,10,14580,2173,2672.9401357474685,2564.160569088368,2544.136885887181,2672.9758497464168,0.06442082001393172,32.20655350272827
72,10,14760,2173,2672.9349377409953,2562.8194071231487,2542.7959643914987,2672.973530493459,0.06442146805524707,32.206542621383456
72,10,14940,2173,2672.9293996033134,2561.478258231683,2541.455054098923,2672.9710414393894,0.06442215186711282,32.20652770407916
72,10,15120,2173,2672.923471998506,2560.137122785494,2540.114143619373,2672.9683568343585,0.06442290178139558,32.20652073477399
72,10,15300,2173,2672.917126777208,2558.7959999824584,2538.7732262519767,2672.9654611313804,0.0644237162351499,32.20651911658625
72,10,15480,2173,2672.910339069673,2557.4548890186375,2537.4323062643502,2672.9623401458316,0.06442458925812289,32.2065182604526
72,10,15660,2173,2672.903083860675,2556.1137894230937,2536.091392723499,2672.9589793850223,0.06442552100449776,32.20651662947907
72,10,15840,2173,2672.8953352876583,2554.7727010475737,2534.750491840826,2672.955363718724,0.06442651532835393,32.20651448148292
72,10,16020,2173,2672.8870664518618,2553.431623787525,2533.409603174679,2672.951477299713,0.06442757649918392,32.206512214779934
72,10,16200,2173,2672.878249251155,2552.0905573159102,2532.0687189445734,2672.9473035289743,0.0644287083396732,32.20650992634913
72,10,16380,2173,2672.868790651761,2550.749501304643,2530.7278203249703,2672.942791384001,0.06442995552531086,32.20652395018391
72,10,16560,2173,2672.8587172997068,2549.4084541687025,2529.3869162741134,2672.937952686382,0.064431263787699,32.20652887091824
72,10,16740,2173,2672.8480547410327,2548.0674152571546,2528.046028481867,2672.9327985159985,0.0644326045786755,32.20651206054907
72,10,16920,2173,2672.8366555475827,2546.7263853819636,2526.7051516756014,2672.9272476394417,0.06443408941042071,32.20651975415858
72,10,17100,2173,2672.8245443752903,2545.3853639621134,2525.364284406802,2672.921310762693,0.06443565979919205,32.20652430065235
72,10,17280,2173,2672.8116714589705,2544.0443508665057,2524.0234121779936,2672.914957602341,0.06443732110617102,32.20652516641373
72,10,17460,2173,2672.7980240183233,2542.703345463126,2522.682531649352,2672.908178748379,0.06443907079767859,32.2065202542566
72,10,17640,2173,2672.783626397926,2541.362347152271,2521.3416582645355,2672.900984753475,0.06444088259318916,32.20649799070701
72,10,17820,2173,2672.7682463628116,2540.021355116811,2520.0007857769265,2672.8932446446565,0.06444293403672861,32.206532134010146
72,10,18000,2173,2672.751958899345,2538.680369273774,2518.659930143429,2672.8849970350248,0.06444506425412742,32.20654710239429
