% Model,LargeGraphiteBlockDischarge_v3_longblock_sweep_LUDk_Ar.mph
% Version,COMSOL 6.0.0.405
% Date,"Aug 20 2024, 16:05"
% Table,Accumulated Probe Table 24 - 
% run_num,H (m),D_C (m),k_C (W/(m*K)),U_Ar (m/s),Time (s),"Temperature (K), inlet_T","Temperature (K), outlet_T_5","Temperature (K), block","Temperature (K), Sn_block","Temperature (K), bottom_right_corner"
1,2,0.2,10,5,1475861.5384615383,2172.9999999999995,2218.053826033183,2206.409577107019,2203.665625023968,2218.6314252189422
1,2,0.2,10,5,1488807.692307692,2172.9999999999995,2217.010202732456,2205.635239506364,2202.9553117730466,2217.5734311975816
1,2,0.2,10,5,1501753.846153846,2172.9999999999995,2215.99097679639,2204.8790052747527,2202.2616039426957,2216.5401714698023
1,2,0.2,10,5,1514699.9999999998,2172.9999999999995,2214.995578865854,2204.1404511717765,2201.5841140033695,2215.531068081681
1,2,0.2,10,5,1527646.1538461535,2172.9999999999995,2214.023452762108,2203.4191638416523,2200.922463283487,2214.5455566173764
1,2,0.2,10,5,1540592.3076923075,2172.9999999999995,2213.074054944634,2202.7147395871953,2200.276281744419,2213.5830857718815
1,2,0.2,10,5,1553538.4615384613,2172.9999999999995,2212.1468541619492,2202.026784150016,2199.6452078357374,2212.64311698878
1,2,0.2,10,5,1566484.615384615,2172.9999999999995,2211.241331255634,2201.3549124944198,2199.028888359584,2211.725124165299
1,2,0.2,10,5,1579430.769230769,2172.9999999999995,2210.356979069809,2200.6987485935947,2198.4269783111304,2210.8285934069418
1,2,0.2,10,5,1592376.9230769228,2172.9999999999995,2209.493302377933,2200.057925217959,2197.8391407015456,2209.953022804453
1,2,0.2,10,5,1605323.0769230765,2172.9999999999995,2208.649817575326,2199.432083726542,2197.265046385715,2209.0979222079563
1,2,0.2,10,5,1618269.2307692305,2172.9999999999995,2207.826052439256,2198.8208738629955,2196.7043739060928,2208.262812983108
1,2,0.2,10,5,1631215.3846153843,2172.9999999999995,2207.0215459088754,2198.2239535572344,2196.1568093466503,2207.447227746356
1,2,0.2,10,5,1644161.5384615383,2172.9999999999995,2206.2358478204806,2197.640988732897,2195.6220461815965,2206.6507100825825
1,2,0.2,10,5,1657107.692307692,2172.9999999999995,2205.468518613178,2197.0716531213734,2195.099785110067,2205.8728142670807
1,2,0.2,10,5,1670053.8461538458,2172.9999999999995,2204.719129031729,2196.5156280808174,2194.5897338765385,2205.113104993119
1,2,0.2,10,5,1682999.9999999998,2172.9999999999995,2203.9872596758587,2195.9726024189204,2194.091607085456,2204.3711571084887
1,2,0.2,10,5,1695946.1538461535,2172.9999999999995,2203.272500877167,2195.442272219591,2193.6051260204126,2203.646555372862
1,2,0.2,10,5,1708892.3076923075,2172.9999999999995,2202.5744525515033,2194.9243406732417,2193.1300184731695,2202.9388942318083
1,2,0.2,10,5,1721838.4615384613,2172.9999999999995,2201.892724002002,2194.418517910491,2192.666018583338,2202.2477776020323
1,2,0.2,10,5,1734784.615384615,2172.9999999999995,2201.2269336134814,2193.924520839499,2192.2128666867134,2201.572818662193
1,2,0.2,10,5,1747730.769230769,2172.9999999999995,2200.5767087152203,2193.4420729871013,2191.77030917034,2200.913639644909
1,2,0.2,10,5,1760676.9230769228,2172.9999999999995,2199.9416855119252,2192.970904343588,2191.3380983331367,2200.2698716278014
1,2,0.2,10,5,1773623.0769230765,2172.9999999999995,2199.3215086594587,2192.510751211498,2190.9159922528343,2199.641154325001
1,2,0.2,10,5,1786569.2307692305,2172.9999999999995,2198.715831001543,2192.061356058008,2190.5037546575827,2199.027135879325
1,2,0.2,10,5,1799515.3846153843,2172.9999999999995,2198.1243136636867,2191.6224673706506,2190.101154800858,2198.427472656987
1,2,0.2,10,5,1812461.538461538,2172.9999999999995,2197.5466255167344,2191.193839516925,2189.707967338552,2197.8418290524087
1,2,0.2,10,5,1825407.692307692,2172.9999999999995,2196.98244321004,2190.7752326070454,2189.3239722064995,2197.2698772993904
1,2,0.2,10,5,1838353.8461538458,2172.9999999999995,2196.4314509855567,2190.3664123598983,2188.948954497948,2196.711297288947
1,2,0.2,10,5,1851299.9999999998,2172.9999999999995,2195.893340449452,2189.967149971904,2188.582704341189,2196.165776393135
1,2,0.2,10,5,1864246.1538461535,2172.9999999999995,2195.367810463292,2189.577221988951,2188.225016777852,2195.6330092935427
1,2,0.2,10,5,1877192.3076923073,2172.9999999999995,2194.854566853689,2189.1964101811527,2187.875691642796,2195.1126978130483
1,2,0.2,10,5,1890138.4615384613,2172.9999999999995,2194.353322443914,2188.824501420588,2187.5345334466374,2194.604550749951
1,2,0.2,10,5,1903084.615384615,2172.9999999999995,2193.8637966565298,2188.4612875619705,2187.2013512625626,2194.108283714304
1,2,0.2,10,5,1916030.769230769,2172.9999999999995,2193.3857156133076,2188.1065653260403,2186.875958618102,2193.6236189668743
1,2,0.2,10,5,1928976.9230769228,2172.9999999999995,2192.9188116777186,2187.7601361859,2186.5581733921176,2193.1502852612075
1,2,0.2,10,5,1941923.0769230765,2172.9999999999995,2192.462823588481,2187.4218062560176,2186.2478177164357,2192.688017690741
1,2,0.2,10,5,1954869.2307692305,2172.9999999999995,2192.0174961004027,2187.0913861837657,2185.944717880659,2192.2365575394765
1,2,0.2,10,5,1967815.3846153843,2172.9999999999995,2191.5825799630684,2186.7686910435305,2185.6487042388976,2191.795652137472
1,2,0.2,10,5,1980761.538461538,2172.9999999999995,2191.157831771623,2186.453540233203,2185.3596111172383,2191.36505472052
1,2,0.2,10,5,1993707.692307692,2172.9999999999995,2190.7430137951537,2186.1457573730963,2185.0772767214994,2190.9445242934953
1,2,0.2,10,5,2006653.8461538458,2172.9999999999995,2190.337893892077,2185.8451702071557,2184.801543045219,2190.533825496581
1,2,0.2,10,5,2019599.9999999995,2172.9999999999995,2189.9422453113757,2185.5516105065053,2184.5322557786008,2190.132728474266
1,2,0.2,10,5,2032546.1538461535,2172.9999999999995,2189.5558466512653,2185.2649139752207,2184.2692642190414,2189.7410087463163
1,2,0.2,10,5,2045492.3076923073,2172.9999999999995,2189.178481642215,2184.9849201583947,2184.0124211825555,2189.358447081993
1,2,0.2,10,5,2058438.4615384613,2172.9999999999995,2188.8099391116884,2184.7114723523364,2183.7615829222364,2188.984829376113
1,2,0.2,10,5,2071384.615384615,2172.9999999999995,2188.450012786481,2184.444417516946,2183.5166090486423,2188.619946528788
1,2,0.2,10,5,2084330.7692307688,2172.9999999999995,2188.0985012284623,2184.1836061900217,2183.2773624526435,2188.2635943272753
1,2,0.2,10,5,2097276.9230769225,2172.9999999999995,2187.755207712897,2183.9288924037633,2183.043709230593,2187.9155733324556
1,2,0.2,10,5,2110223.0769230765,2172.9999999999995,2187.418950181054,2183.6793991087675,2182.814844879323,2187.5746852126567
1,2,0.2,10,5,2123169.2307692305,2172.9999999999995,2187.0899105790036,2183.435261318468,2182.590893225818,2187.241114438814
1,2,0.2,10,5,2136115.384615384,2172.9999999999995,2186.7683556624174,2183.1966769938613,2182.372035841997,2186.9151314859573
1,2,0.2,10,5,2149061.538461538,2172.9999999999995,2186.454332334188,2182.963680914167,2182.1583046260284,2186.596783873389
1,2,0.2,10,5,2162007.692307692,2172.9999999999995,2186.1477242409974,2182.7361867256736,2181.949620367228,2186.2859536091064
1,2,0.2,10,5,2174953.846153846,2172.9999999999995,2185.8483522549136,2182.514061539819,2181.7458611760553,2185.982459133256
1,2,0.2,10,5,2187899.9999999995,2172.9999999999995,2185.5560306557145,2182.297167522226,2181.546900637734,2185.6861121093707
1,2,0.2,10,5,2200846.1538461535,2172.9999999999995,2185.2705842118603,2182.085374595265,2181.35261944786,2185.3967348407505
1,2,0.2,10,5,2213792.3076923075,2172.9999999999995,2184.991847921913,2181.8785604250497,2181.162905384525,2185.1141601369377
1,2,0.2,10,5,2226738.461538461,2172.9999999999995,2184.719663918654,2181.676607799119,2180.977650893756,2184.8382279043562
1,2,0.2,10,5,2239684.615384615,2172.9999999999995,2184.453878348176,2181.479402794524,2180.7967514399406,2184.5687824018487
1,2,0.2,10,5,2252630.769230769,2172.9999999999995,2184.194341274822,2181.2868340938057,2180.620104895256,2184.3056716462193
1,2,0.2,10,5,2265576.9230769225,2172.9999999999995,2183.9409058279634,2181.0987927972346,2180.4476114027357,2184.0487466593268
1,2,0.2,10,5,2278523.0769230765,2172.9999999999995,2183.6934290194936,2180.915172497243,2180.2791733980644,2183.7978622554256
1,2,0.2,10,5,2291469.2307692305,2172.9999999999995,2183.4517705662615,2180.735869227765,2180.114695564792,2183.5528762140193
1,2,0.2,10,5,2304415.384615384,2172.9999999999995,2183.215793975341,2180.560781488986,2179.9540847567177,2183.3136500446467
1,2,0.2,10,5,2317361.538461538,2172.9999999999995,2182.9853651128237,2180.3898101578675,2179.797249999561,2183.080048137937
1,2,0.2,10,5,2330307.692307692,2172.9999999999995,2182.7603539444117,2180.2228584512936,2179.6441023735206,2182.8519383820217
1,2,0.2,10,5,2343253.8461538455,2172.9999999999995,2182.5406325157123,2180.059831878478,2179.4945552347262,2182.629191509122
1,2,0.2,10,5,2356199.9999999995,2172.9999999999995,2182.3260766885933,2179.900638141898,2179.348523896721,2182.4116815617613
1,2,0.2,10,5,2369146.1538461535,2172.9999999999995,2182.1165646776903,2179.7451871624457,2179.2059260505744,2182.1992852564263
1,2,0.2,10,5,2382092.307692307,2172.9999999999995,2181.911979137869,2179.5933908892766,2179.066680855589,2181.991882600977
1,2,0.2,10,5,2395038.461538461,2172.9999999999995,2181.712203907827,2179.445163486053,2178.9307098549007,2181.7893561142905
1,2,0.2,10,5,2407984.615384615,2172.9999999999995,2181.5171261053842,2179.300420907552,2178.79793548379,2181.5915913432373
1,2,0.2,10,5,2420930.769230769,2172.9999999999995,2181.3266342188995,2179.1590814117885,2178.6682824743734,2181.3984760623675
1,2,0.2,10,5,2433876.9230769225,2172.9999999999995,2181.1406207620657,2179.0210647954614,2178.541677340663,2181.209901053062
1,2,0.2,10,5,2446823.0769230765,2172.9999999999995,2180.958979354841,2178.886293129058,2178.4180478465905,2181.0257592764738
1,2,0.2,10,5,2459769.2307692305,2172.9999999999995,2180.781607691946,2178.7546899424433,2178.2973254969706,2180.8459466316094
1,2,0.2,10,5,2472715.384615384,2172.9999999999995,2180.608405974679,2178.626180916091,2178.1794416168937,2180.6703612813253
1,2,0.2,10,5,2485661.538461538,2172.9999999999995,2180.4392782428627,2178.5006931281155,2178.0643310789997,2180.498904307823
1,2,0.2,10,5,2498607.692307692,2172.9999999999995,2180.2741288041175,2178.3781557026537,2177.951926943663,2180.331478771266
1,2,0.2,10,5,2511553.8461538455,2172.9999999999995,2180.112863285772,2178.2584990903033,2177.8421658508905,2180.1679900119498
