% Model,LargeGraphiteBlockDischarge_v3_finemesh.mph
% Version,COMSOL 5.6.0.401
% Date,"Apr 30 2022, 12:31"
% Table,Accumulated Probe Table 2 - 
% hours (h),Time (s) (s),"Temperature (K), inlet_T","Temperature (K), outlet_T_1","Temperature (K), outlet_T_2","Temperature (K), outlet_T_3","Temperature (K), outlet_T_4","Temperature (K), outlet_T_5","Temperature (K), block_1","Temperature (K), block_2","Temperature (K), block_3","Temperature (K), block_4","Temperature (K), block_5","Temperature (K), Sn_block_1","Temperature (K), Sn_block_2","Temperature (K), Sn_block_3","Temperature (K), Sn_block_4","Temperature (K), Sn_block_5"
50,344700,2173.000000025395,2173.000002361915,2173.000005835481,2173.000099773231,2173.003927752791,2173.0874864406246,2173.0000013143945,2173.0000040778737,2173.0000401738685,2173.0015685572475,2173.039047565867,2173.000001303789,2173.0000040351138,2173.00003734565,2173.001449118025,2173.0363448960843
50,344800,2173.0000000253945,2173.0000023618627,2173.000005827212,2173.0000991048105,2173.00390171278,2173.086963098905,2173.000001314382,2173.0000040750338,2173.000039926487,2173.0015580627964,2173.03880986923,2173.0000013037748,2173.000004032516,2173.000037118616,2173.001439416776,2173.0361232892233
50,344900,2173.0000000253945,2173.0000023618677,2173.000005819003,2173.000098442171,2173.003875835175,2173.086442777553,2173.00000131437,2173.0000040722216,2173.0000396808946,2173.001547638119,2173.0385735876093,2173.0000013037625,2173.0000040299537,2173.00003689323,2173.001429781202,2173.0359030122554
50,345000,2173.0000000253945,2173.000002361859,2173.000005810845,2173.0000977844006,2173.0038501145937,2173.0859254102493,2173.000001314358,2173.0000040694317,2173.0000394370704,2173.0015372827543,2173.0383387131537,2173.0000013037525,2173.0000040274062,2173.0000366694653,2173.0014202099483,2173.035684044902
50,345100,2173.0000000253945,2173.000002361796,2173.0000058027363,2173.0000971311356,2173.003824556293,2173.085411064783,2173.000001314345,2173.000004066666,2173.0000391950116,2173.001526996241,2173.038105237701,2173.000001303737,2173.000004024888,2173.0000364473176,2173.001410701635,2173.035466371742
50,345200,2173.0000000253945,2173.000002361711,2173.000005794687,2173.000096482428,2173.00379918725,2173.084899808477,2173.0000013143326,2173.000004063915,2173.0000389547017,2173.0015167781107,2173.0378731527544,2173.0000013037215,2173.0000040223827,2173.0000362267724,2173.0014012566003,2173.0352499982037
50,345300,2173.0000000253945,2173.00000236166,2173.000005786719,2173.000095837806,2173.003773998225,2173.084391568573,2173.0000013143213,2173.0000040611926,2173.00003871613,2173.0015066279366,2173.0376424501314,2173.00000130371,2173.0000040198925,2173.0000360078384,2173.001391875096,2173.0350349240916
50,345400,2173.0000000253945,2173.000002361639,2173.0000057788297,2173.000095197238,2173.003748967642,2173.0838862037303,2173.00000131431,2173.000004058485,2173.000038479278,2173.001496545274,2173.037413122182,2173.000001303703,2173.000004017418,2173.000035790471,2173.0013825558376,2173.0348211388655
50,345500,2173.0000000253945,2173.0000023616153,2173.0000057710013,2173.0000945617257,2173.0037240924676,2173.0833837136456,2173.0000013142976,2173.0000040557975,2173.0000382441344,2173.0014865296675,2173.0371851612194,2173.000001303694,2173.000004014972,2173.0000355746656,2173.001373297952,2173.0346086243662
50,345600,2173.0000000253945,2173.000002361577,2173.000005763211,2173.000093931823,2173.003699346709,2173.0828841687403,2173.0000013142853,2173.000004053135,2173.000038010694,2173.0014765806905,2173.036958559172,2173.000001303686,2173.000004012538,2173.000035360411,2173.0013641014493,2173.03439737872
50,345700,2173.0000000253945,2173.000002361546,2173.000005755461,2173.000093306743,2173.0036747789813,2173.0823876119625,2173.0000013142744,2173.000004050491,2173.000037778936,2173.001466697913,2173.036733307922,2173.0000013036806,2173.0000040101295,2173.0000351477306,2173.0013549666382,2173.034187390715
50,345800,2173.0000000253945,2173.000002361519,2173.000005747771,2173.000092685173,2173.003650405112,2173.0818939407914,2173.000001314264,2173.0000040478653,2173.0000375488567,2173.001456880895,2173.0365093997293,2173.000001303672,2173.000004007732,2173.0000349365873,2173.001345893221,2173.033978658043
50,345900,2173.0000000253945,2173.0000023614616,2173.0000057401576,2173.0000920671155,2173.00362619487,2173.081403120916,2173.0000013142517,2173.000004045259,2173.0000373204343,2173.001447129203,2173.0362868268912,2173.0000013036606,2173.000004005351,2173.0000347269633,2173.0013368806935,2173.0337711825014
50,346000,2173.000000025394,2173.000002361397,2173.0000057326124,2173.000091453664,2173.003602126968,2173.0809152102333,2173.00000131424,2173.000004042678,2173.000037093663,2173.001437442376,2173.0360655815284,2173.0000013036497,2173.0000040029913,2173.000034518845,2173.001327927779,2173.033564951809
50,346100,2173.000000025394,2173.000002361389,2173.0000057251254,2173.000090845495,2173.0035781885563,2173.0804302220517,2173.000001314228,2173.000004040114,2173.0000368685323,2173.001427820005,2173.0358456557756,2173.0000013036356,2173.0000040006557,2173.0000343122533,2173.001319033822,2173.0333599394053
50,346200,2173.000000025394,2173.0000023614193,2173.000005717687,2173.0000902422507,2173.003554416925,2173.079948068951,2173.0000013142167,2173.000004037569,2173.0000366450276,2173.00141826169,2173.0356270419607,2173.000001303622,2173.000003998342,2173.0000341071473,2173.001310199103,2173.0331561416397
50,346300,2173.000000025394,2173.0000023613998,2173.000005710303,2173.0000896432825,2173.0035308322854,2173.0794686631284,2173.0000013142053,2173.0000040350446,2173.0000364231373,2173.001408767021,2173.035409732601,2173.0000013036147,2173.0000039960364,2173.0000339035,2173.0013014234905,2173.0329535727055
50,346400,2173.000000025394,2173.0000023612993,2173.0000057029697,2173.0000890481965,2173.0035074063703,2173.0789920246802,2173.000001314197,2173.0000040325385,2173.000036202853,2173.0013993355524,2173.035193720195,2173.0000013036115,2173.0000039937436,2173.000033701334,2173.0012927063435,2173.032752228831
50,346500,2173.000000025394,2173.0000023611924,2173.0000056957015,2173.000088456672,2173.003484113167,2173.078518226655,2173.0000013141876,2173.0000040300497,2173.000035984156,2173.0013899668643,2173.0349789970855,2173.000001303607,2173.0000039914726,2173.0000335006466,2173.001284047326,2173.0325520811193
50,346600,2173.000000025394,2173.0000023611683,2173.000005688498,2173.000087869067,2173.003460960589,2173.078047262391,2173.0000013141794,2173.0000040275845,2173.000035767044,2173.001380660555,2173.034765555612,2173.000001303598,2173.000003989223,2173.0000333014145,2173.001275446181,2173.0323531213076
50,346700,2173.000000025394,2173.0000023612033,2173.0000056813483,2173.0000872862533,2173.0034379560043,2173.0775790328935,2173.000001314168,2173.0000040251357,2173.000035551498,2173.001371416228,2173.034553388381,2173.0000013035856,2173.0000039869956,2173.000033103608,2173.001266902696,2173.0321553565727
50,346800,2173.000000025394,2173.0000023611988,2173.0000056742365,2173.000086708421,2173.003415126641,2173.077113467615,2173.0000013141585,2173.000004022709,2173.000035337511,2173.0013622334545,2173.0343424882453,2173.000001303575,2173.00000398478,2173.0000329072373,2173.0012584160845,2173.031958780944
50,346900,2173.000000025394,2173.0000023611256,2173.0000056671697,2173.000086134873,2173.0033924603313,2173.0766505734177,2173.0000013141475,2173.000004020298,2173.0000351250733,2173.0013531118216,2173.0341328479944,2173.0000013035624,2173.000003982581,2173.0000327122893,2173.0012499858135,2173.0317633753066
50,347000,2173.000000025394,2173.000002361057,2173.0000056601634,2173.0000855649055,2173.003369931164,2173.0761903948883,2173.0000013141366,2173.0000040179043,2173.000034914162,2173.0013440509465,2173.0339244601973,2173.000001303552,2173.0000039803986,2173.0000325187348,2173.001241611523,2173.0315691387364
50,347100,2173.000000025393,2173.0000023610414,2173.0000056532276,2173.0000849983776,2173.0033475443083,2173.075732973235,2173.0000013141266,2173.00000401553,2173.0000347047826,2173.0013350504255,2173.0337173173666,2173.0000013035465,2173.000003978228,2173.000032326575,2173.001233293184,2173.031376071345
50,347200,2173.000000025393,2173.000002361032,2173.000005646355,2173.000084435687,2173.003325284938,2173.0752782616028,2173.000001314117,2173.0000040131727,2173.0000344969158,2173.0013261098725,2173.03351141229,2173.000001303538,2173.000003976075,2173.000032135828,2173.001225030525,2173.031184161242
50,347300,2173.000000025393,2173.0000023609964,2173.000005639528,2173.000083877553,2173.0033031809335,2173.074826187911,2173.0000013141075,2173.00000401084,2173.000034290552,2173.00131722888,2173.0333067379092,2173.000001303524,2173.0000039739443,2173.0000319464666,2173.00121682306,2173.030993389321
50,347400,2173.000000025393,2173.000002360971,2173.0000056327335,2173.0000833242757,2173.003281240638,2173.0743767692975,2173.0000013140975,2173.0000040085206,2173.0000340856764,2173.0013084070542,2173.0331032868858,2173.0000013035137,2173.0000039718357,2173.000031758467,2173.001208670152,2173.0308037605523
50,347500,2173.000000025393,2173.0000023609655,2173.0000056259787,2173.0000827751965,2173.0032594491854,2173.0739300255846,2173.000001314089,2173.00000400622,2173.000033882287,2173.0012996440064,2173.03290105187,2173.0000013035096,2173.0000039697343,2173.0000315718244,2173.0012005715075,2173.0306152767234
50,347600,2173.000000025393,2173.0000023609264,2173.00000561929,2173.000082229041,2173.0032377946727,2173.07348588298,2173.0000013140784,2173.000004003937,2173.0000336803664,2173.0012909393668,2173.0327000259463,2173.000001303501,2173.0000039676465,2173.0000313865266,2173.0011925268745,2173.030427925462
50,347700,2173.000000025393,2173.0000023608527,2173.000005612679,2173.0000816858637,2173.003216263441,2173.0730443009056,2173.000001314068,2173.0000040016675,2173.0000334799042,2173.001282292744,2173.0325002023224,2173.000001303488,2173.000003965577,2173.0000312025877,2173.001184535802,2173.0302416864065
50,347800,2173.000000025393,2173.0000023608077,2173.0000056061235,2173.0000811468817,2173.00319486912,2173.0726053119943,2173.0000013140593,2173.000003999415,2173.000033280891,2173.0012737037414,2173.032301573901,2173.0000013034796,2173.0000039635243,2173.000031019958,2173.0011765981058,2173.0300565580155
50,347900,2173.000000025393,2173.0000023608086,2173.0000055995943,2173.000080612717,2173.0031736391193,2173.0721689454876,2173.0000013140498,2173.000003997187,2173.000033083318,2173.0012651719876,2173.032104133469,2173.0000013034755,2173.000003961488,2173.000030838651,2173.001168713824,2173.029872541391
50,348000,2173.000000025393,2173.0000023607954,2173.0000055930896,2173.000080082851,2173.0031525619775,2173.071735156327,2173.0000013140407,2173.0000039949705,2173.0000328871765,2173.0012566971177,2173.0319078740335,2173.0000013034673,2173.000003959477,2173.0000306586544,2173.0011608822274,2173.029689636281
50,348100,2173.000000025393,2173.000002360729,2173.0000055866367,2173.0000795567134,2173.0031316120553,2173.071303863073,2173.0000013140307,2173.000003992773,2173.000032692451,2173.001248278754,2173.031712788961,2173.0000013034532,2173.0000039574675,2173.000030479968,2173.0011531027562,2173.0295078315917
50,348200,2173.000000025393,2173.0000023606563,2173.000005580269,2173.0000790341505,2173.003110787739,2173.070875033434,2173.0000013140207,2173.000003990594,2173.0000324991297,2173.001239916513,2173.031518871648,2173.0000013034437,2173.000003955471,2173.0000303025704,2173.0011453749617,2173.0293271130345
50,348300,2173.000000025393,2173.000002360641,2173.0000055739642,2173.0000785147363,2173.003090079167,2173.070448699951,2173.000001314012,2173.0000039884258,2173.0000323072086,2173.0012316100238,2173.0313261153105,2173.000001303437,2173.000003953495,2173.000030126468,2173.001137698599,2173.0291474682076
50,348400,2173.000000025393,2173.000002360667,2173.0000055676946,2173.000077998522,2173.003069527955,2173.070024935203,2173.000001314003,2173.0000039862794,2173.00003211668,2173.001223358938,2173.031134512881,2173.000001303431,2173.0000039515426,2173.000029951639,2173.0011300732967,2173.0289689019683
50,348500,2173.000000025393,2173.0000023606626,2173.0000055614464,2173.000077486256,2173.003049136888,2173.0696036765066,2173.000001313995,2173.0000039841516,2173.000031927528,2173.0012151628844,2173.030944057597,2173.000001303425,2173.000003949606,2173.0000297780693,2173.0011224992277,2173.0287914193414
50,348600,2173.000000025393,2173.000002360608,2173.0000055552396,2173.0000769783483,2173.0030288729695,2173.069184866882,2173.0000013139866,2173.000003982039,2173.000031739741,2173.0012070214907,2173.030754742924,2173.0000013034173,2173.0000039476677,2173.000029605741,2173.001114976221,2173.028615005213
50,348700,2173.000000025393,2173.0000023605553,2173.000005549096,2173.0000764743677,2173.0030087259383,2173.068768534116,2173.000001313977,2173.000003979939,2173.000031553312,2173.0011989343984,2173.0305665621795,2173.0000013034028,2173.000003945748,2173.0000294346596,2173.0011075030425,2173.0284396339507
50,348800,2173.000000025393,2173.000002360531,2173.00000554301,2173.000075973985,2173.002988692488,2173.0683546845057,2173.0000013139684,2173.00000397786,2173.000031368229,2173.001190901269,2173.0303795085374,2173.0000013033937,2173.000003943853,2173.0000292648288,2173.0011000793907,2173.028265310382
50,348900,2173.000000025393,2173.0000023605153,2173.000005536972,2173.0000754771813,2173.002968807218,2173.067943255347,2173.0000013139593,2173.00000397579,2173.0000311844924,2173.001182921729,2173.0301935753973,2173.0000013033864,2173.0000039419633,2173.0000290962494,2173.001092705918,2173.0280920461514
50,349000,2173.000000025393,2173.0000023604834,2173.000005530974,2173.0000749833875,2173.0029490735437,2173.0675342186237,2173.0000013139506,2173.00000397374,2173.000031002085,2173.0011749954338,2173.030008756356,2173.0000013033778,2173.0000039401025,2173.0000289288755,2173.001085381977,2173.0279198297226
50,349100,2173.000000025393,2173.0000023604516,2173.000005525014,2173.000074492486,2173.002929468152,2173.0671275810173,2173.000001313942,2173.000003971705,2173.0000308209924,2173.0011671220236,2173.029825045005,2173.000001303368,2173.000003938243,2173.000028762703,2173.0010781063174,2173.0277486355044
50,349200,2173.000000025393,2173.000002360424,2173.000005519093,2173.0000740053515,2173.002909979736,2173.0667233550057,2173.0000013139334,2173.0000039696906,2173.0000306412094,2173.0011593011527,2173.0296424347202,2173.000001303363,2173.0000039364036,2173.000028597725,2173.001070878821,2173.0275784633027
50,349300,2173.000000025393,2173.0000023603866,2173.000005513221,2173.000073522576,2173.0028906120438,2173.066321518678,2173.000001313925,2173.0000039676834,2173.000030462729,2173.0011515324745,2173.029460918961,2173.0000013033614,2173.000003934576,2173.000028433968,2173.001063700282,2173.027409320269
50,349400,2173.000000025393,2173.0000023603366,2173.0000055074097,2173.000073043555,2173.002871368039,2173.0659220179355,2173.000001313918,2173.000003965697,2173.000030285542,2173.0011438156503,2173.029280491478,2173.0000013033555,2173.0000039327592,2173.0000282713886,2173.001056570004,2173.02724119975
50,349500,2173.000000025393,2173.0000023602943,2173.0000055016535,2173.0000725677114,2173.002852265669,2173.06552483197,2173.0000013139093,2173.000003963725,2173.0000301096347,2173.001136150331,2173.029101146119,2173.000001303344,2173.00000393096,2173.000028109975,2173.0010494870385,2173.0270740810183
50,349600,2173.000000025393,2173.0000023602956,2173.000005495931,2173.000072095152,2173.0028332972083,2173.0651299605797,2173.0000013139006,2173.0000039617685,2173.0000299350013,2173.001128536185,2173.0289228765396,2173.0000013033346,2173.000003929168,2173.0000279497162,2173.001042451243,2173.0269079634254
50,349700,2173.000000025393,2173.0000023603193,2173.000005490236,2173.0000716256413,2173.0028144482444,2173.064737398491,2173.0000013138915,2173.0000039598203,2173.00002976163,2173.0011209728796,2173.0287456764036,2173.000001303328,2173.000003927404,2173.000027790639,2173.001035462593,2173.0267428509296
50,349800,2173.000000025393,2173.0000023602956,2173.000005484581,2173.00007115902,2173.0027957207485,2173.0643471613553,2173.0000013138824,2173.0000039578968,2173.0000295895156,2173.0011134600813,2173.0285695394305,2173.00000130332,2173.0000039256433,2173.000027632711,2173.0010285205576,2173.026578735182
50,349900,2173.000000025393,2173.00000236022,2173.00000547898,2173.0000706959772,2173.0027770960824,2173.063959276026,2173.000001313874,2173.0000039559854,2173.0000294186425,2173.001105997441,2173.028394459353,2173.000001303312,2173.0000039238985,2173.000027475923,2173.001021624813,2173.026415600047
50,350000,2173.000000025393,2173.000002360172,2173.000005473434,2173.0000702370903,2173.0027586020365,2173.0635737081207,2173.0000013138665,2173.000003954085,2173.0000292490067,2173.001098584631,2173.028220429897,2173.0000013033077,2173.0000039221613,2173.0000273202695,2173.001014775428,2173.0262534430444
50,350100,2173.000000025393,2173.0000023601883,2173.0000054679335,2173.000069781824,2173.002740248765,2173.063190406068,2173.0000013138592,2173.000003952204,2173.0000290806047,2173.0010912213233,2173.028047444828,2173.0000013033023,2173.0000039204456,2173.0000271657645,2173.00100797181,2173.0260922627126
50,350200,2173.000000025393,2173.000002360203,2173.000005462461,2173.000069329178,2173.002722020465,2173.0628093275436,2173.0000013138515,2173.000003950334,2173.000028913419,2173.0010839072124,2173.0278754981096,2173.0000013032927,2173.0000039187416,2173.0000270123746,2173.0010012134385,2173.0259320533037
50,350300,2173.000000025393,2173.0000023601665,2173.000005457013,2173.000068879094,2173.002703903035,2173.062430467498,2173.0000013138438,2173.0000039484803,2173.0000287474404,2173.001076641964,2173.0277045837865,2173.00000130328,2173.0000039170504,2173.0000268600656,2173.000994500536,2173.025772806492
50,350400,2173.000000025393,2173.000002360104,2173.000005451599,2173.000068432299,2173.0026858853657,2173.0620538473013,2173.000001313835,2173.0000039466413,2173.0000285826636,2173.0010694252364,2173.027534695797,2173.0000013032745,2173.0000039153692,2173.0000267088603,2173.0009878327082,2173.025614521535
50,350500,2173.000000025393,2173.0000023600587,2173.0000054462594,2173.0000679893224,2173.002667990956,2173.0616794815282,2173.000001313827,2173.000003944815,2173.00002841908,2173.0010622567165,2173.027365828015,2173.000001303268,2173.0000039137085,2173.000026558773,2173.000981209278,2173.0254571866685
50,350600,2173.000000025393,2173.000002360032,2173.000005440987,2173.0000675500582,2173.002650239603,2173.061307337486,2173.0000013138197,2173.000003943002,2173.000028256684,2173.0010551360947,2173.0271979744134,2173.000001303262,2173.0000039120564,2173.0000264097757,2173.0009746299306,2173.025300794544
50,350700,2173.000000025393,2173.000002360011,2173.000005435745,2173.0000671139596,2173.002632609893,2173.0609373405646,2173.000001313813,2173.000003941204,2173.0000280954614,2173.00104806305,2173.0270311292065,2173.0000013032563,2173.0000039104175,2173.0000262618446,2173.000968094832,2173.025145342963
50,350800,2173.000000025393,2173.00000236,2173.000005430506,2173.0000666802957,2173.002615079759,2173.0605694772885,2173.0000013138056,2173.000003939421,2173.0000279354076,2173.0010410372734,2173.026865286606,2173.000001303248,2173.0000039087745,2173.0000261149917,2173.0009616035463,2173.024990832979
50,350900,2173.000000025393,2173.0000023599982,2173.0000054252864,2173.0000662491384,2173.0025976568522,2173.0602037700814,2173.0000013137983,2173.0000039376528,2173.000027776511,2173.001034058453,2173.0267004407824,2173.0000013032404,2173.000003907163,2173.000025969218,2173.0009551555822,2173.024837253965
50,351000,2173.000000025393,2173.000002359975,2173.000005420127,2173.000065821263,2173.002580338775,2173.0598402624573,2173.0000013137906,2173.0000039358906,2173.0000276187666,2173.0010271262745,2173.0265365857304,2173.000001303235,2173.0000039055662,2173.000025824478,2173.0009487507127,2173.0246845969505
50,351100,2173.000000025393,2173.000002359918,2173.00000541504,2173.000065397099,2173.0025631530943,2173.0594789091047,2173.0000013137824,2173.000003934151,2173.0000274621602,2173.001020240438,2173.0263737156524,2173.0000013032304,2173.000003903979,2173.00002568077,2173.0009423885213,2173.0245328571677
50,351200,2173.000000025393,2173.0000023598755,2173.0000054099996,2173.0000649763247,2173.002546095185,2173.05911966431,2173.0000013137765,2173.000003932417,2173.000027306691,2173.0010134006384,2173.0262118248565,2173.0000013032227,2173.000003902395,2173.0000255381055,2173.0009360687045,2173.0243820345786
50,351300,2173.0000000253926,2173.000002359889,2173.000005404974,2173.0000645585624,2173.0025291414486,2173.0587625521275,2173.0000013137696,2173.000003930701,2173.0000271523472,2173.001006606556,2173.026050907568,2173.0000013032136,2173.00000390083,2173.0000253965104,2173.0009297914835,2173.0242321200844
50,351400,2173.0000000253926,2173.0000023599214,2173.0000053999643,2173.0000641436504,2173.0025122918646,2173.058407595621,2173.000001313764,2173.0000039290003,2173.0000269991183,2173.0009998579017,2173.0258909578747,2173.0000013032122,2173.0000038992807,2173.0000252559325,2173.000923556616,2173.0240831079373
50,351500,2173.0000000253926,2173.0000023598946,2173.0000053949943,2173.0000637312246,2173.002495539903,2173.058054742498,2173.0000013137587,2173.0000039273073,2173.000026847003,2173.0009931543723,2173.025731970066,2173.0000013032127,2173.0000038977364,2173.000025116353,2173.0009173634094,2173.0239349942303
50,351600,2173.0000000253926,2173.0000023598054,2173.0000053900762,2173.000063321389,2173.002478908213,2173.0577039202853,2173.000001313752,2173.0000039256315,2173.0000266959896,2173.0009864956774,2173.0255739387057,2173.000001303206,2173.0000038962007,2173.0000249777927,2173.000911211392,2173.0237877739546
50,351700,2173.0000000253926,2173.0000023597304,2173.0000053852114,2173.0000629148067,2173.002462400131,2173.057355149963,2173.000001313744,2173.000003923969,2173.0000265460662,2173.0009798815167,2173.025416858255,2173.000001303194,2173.000003894681,2173.0000248402544,2173.000905100683,2173.0236414377973
50,351800,2173.0000000253926,2173.0000023597304,2173.00000538039,2173.0000625117455,2173.002446001573,2173.057008486948,2173.000001313737,2173.0000039223164,2173.000026397232,2173.0009733115835,2173.025260722917,2173.0000013031868,2173.0000038931735,2173.0000247037074,2173.000899030806,2173.0234959842464
50,351900,2173.0000000253926,2173.000002359756,2173.0000053755966,2173.0000621116938,2173.002429706473,2173.0566639014646,2173.0000013137296,2173.000003920678,2173.000026249475,2173.0009667855984,2173.025105527036,2173.000001303179,2173.0000038916814,2173.0000245681335,2173.000893001331,2173.0233514106203
50,352000,2173.0000000253926,2173.0000023597413,2173.0000053708286,2173.000061714133,2173.0024135088984,2173.0563213050077,2173.0000013137224,2173.0000039190513,2173.0000261027863,2173.0009603032713,2173.0249512652886,2173.000001303171,2173.000003890205,2173.000024433535,2173.0008870123156,2173.023207710029
50,352100,2173.0000000253926,2173.0000023596936,2173.000005366087,2173.0000613191146,2173.002397413163,2173.055980677428,2173.0000013137164,2173.0000039174365,2173.0000259571634,2173.0009538643058,2173.0247979323885,2173.0000013031654,2173.0000038887297,2173.00002429992,2173.0008810635804,2173.0230648714164
50,352200,2173.0000000253926,2173.000002359655,2173.000005361382,2173.0000609269614,2173.002381436975,2173.0556420521966,2173.00000131371,2173.0000039158363,2173.0000258125906,2173.000947468425,2173.0246455228776,2173.0000013031595,2173.0000038872613,2173.00002416728,2173.0008751548735,2173.022922892708
50,352300,2173.0000000253926,2173.0000023596444,2173.0000053567287,2173.000060537955,2173.0023655761324,2173.055305442616,2173.0000013137033,2173.000003914246,2173.0000256690696,2173.0009411153383,2173.024494031242,2173.0000013031517,2173.0000038858143,2173.0000240356053,2173.0008692859437,2173.0227817727236
50,352400,2173.0000000253926,2173.0000023596444,2173.0000053521258,2173.0000601521106,2173.0023498165397,2173.054970840718,2173.0000013136955,2173.000003912668,2173.000025526586,2173.0009348047697,2173.0243434520316,2173.000001303147,2173.0000038843787,2173.000023904885,2173.0008634561445,2173.022641508848
50,352500,2173.0000000253926,2173.0000023596376,2173.000005347551,2173.0000597689937,2173.0023341555416,2173.0546382388316,2173.0000013136905,2173.000003911102,2173.0000253851385,2173.0009285364313,2173.0241937798755,2173.000001303147,2173.0000038829467,2173.0000237751115,2173.000857664918,2173.0225020913244
50,352600,2173.0000000253926,2173.0000023596217,2173.000005342987,2173.0000593880322,2173.002318577203,2173.054307607311,2173.0000013136855,2173.000003909552,2173.0000252447126,2173.0009223100337,2173.024045009462,2173.000001303144,2173.000003881537,2173.0000236462756,2173.0008519123885,2173.022363515251
50,352700,2173.0000000253926,2173.000002359597,2173.000005338447,2173.0000590093787,2173.0023031133205,2173.0539789503805,2173.0000013136796,2173.0000039080087,2173.000025105303,2173.0009161253142,2173.0238971353997,2173.000001303136,2173.0000038801286,2173.0000235183784,2173.0008461989178,2173.0222257701475
50,352800,2173.0000000253926,2173.000002359552,2173.000005333966,2173.0000586337874,2173.002287770772,2173.0536522540438,2173.0000013136732,2173.000003906479,2173.0000249669033,2173.0009099820036,2173.023750152322,2173.00000130313,2173.0000038787275,2173.000023391396,2173.0008405238004,2173.022088853946
50,352900,2173.0000000253926,2173.0000023595067,2173.000005329542,2173.0000582615758,2173.002272528887,2173.053327445796,2173.000001313668,2173.000003904962,2173.0000248295105,2173.0009038798294,2173.023604055135,2173.0000013031267,2173.0000038773405,2173.000023265342,2173.0008348865226,2173.021952770083
50,353000,2173.0000000253926,2173.0000023594953,2173.0000053251497,2173.000057892305,2173.002257377593,2173.0530045237942,2173.0000013136605,2173.0000039034576,2173.0000246931118,2173.0008978184974,2173.0234588387198,2173.0000013031163,2173.000003875977,2173.0000231402114,2173.0008292871344,2173.021817515225
50,353100,2173.0000000253926,2173.0000023595053,2173.0000053207677,2173.0000575253007,2173.0022423097244,2173.0526835420933,2173.0000013136537,2173.0000039019646,2173.0000245577,2173.0008917977393,2173.023314497844,2173.000001303101,2173.0000038746175,2173.0000230159794,2173.000823725301,2173.0216830722056
50,353200,2173.0000000253926,2173.0000023594853,2173.000005316404,2173.000057160268,2173.0022273493714,2173.052364510136,2173.000001313646,2173.000003900481,2173.0000244232715,2173.0008858173082,2173.023171027197,2173.000001303094,2173.000003873258,2173.0000228926447,2173.0008182004776,2173.021549431898
50,353300,2173.0000000253926,2173.000002359427,2173.000005312079,2173.0000567976654,2173.0022125063915,2173.052047352485,2173.000001313639,2173.0000038990083,2173.0000242898154,2173.0008798769286,2173.0230284216937,2173.0000013030945,2173.000003871905,2173.000022770206,2173.0008127126584,2173.0214166003934
50,353400,2173.0000000253926,2173.0000023593816,2173.0000053078006,2173.0000564381385,2173.0021977634583,2173.0517320107465,2173.000001313634,2173.0000038975495,2173.0000241573334,2173.0008739763343,2173.02288667641,2173.0000013030945,2173.0000038705793,2173.0000226486645,2173.0008072618725,2173.0212845831256
50,353500,2173.000000025392,2173.000002359388,2173.0000053035637,2173.000056081701,2173.0021831053423,2173.051418492876,2173.0000013136278,2173.0000038960998,2173.000024025803,2173.0008681152603,2173.0227457864344,2173.00000130309,2173.0000038692606,2173.000022527997,2173.00080184754,2173.021153363627
50,353600,2173.0000000253926,2173.0000023594002,2173.0000052993587,2173.000055727954,2173.002168534936,2173.051106863571,2173.0000013136223,2173.000003894663,2173.000023895228,2173.00086229345,2173.02260574664,2173.0000013030876,2173.000003867948,2173.000022408185,2173.0007964693586,2173.021022928029
50,353700,2173.000000025392,2173.000002359383,2173.000005295173,2173.0000553765603,2173.0021540593266,2173.0507971283273,2173.0000013136178,2173.0000038932367,2173.0000237655995,2173.0008565106446,2173.0224665518504,2173.000001303082,2173.0000038666517,2173.0000222892586,2173.000791127548,2173.020893277949
50,353800,2173.0000000253926,2173.000002359365,2173.000005291017,2173.000055027182,2173.002139695917,2173.050489223202,2173.000001313612,2173.0000038918215,2173.000023636915,2173.000850766577,2173.0223281971103,2173.000001303075,2173.0000038653634,2173.0000221712007,2173.0007858216745,2173.0207644199745
50,353900,2173.000000025392,2173.0000023593625,2173.0000052868854,2173.0000546799733,2173.0021254357234,2173.050183121053,2173.0000013136046,2173.000003890416,2173.000023509158,2173.00084506099,2173.02219067757,2173.0000013030667,2173.000003864082,2173.000022054002,2173.0007805510895,2173.0206363442785
50,354000,2173.000000025392,2173.0000023593357,2173.000005282805,2173.000054335526,2173.002111261506,2173.049878843568,2173.000001313598,2173.0000038890266,2173.0000233823275,2173.0008393936278,2173.0220539882716,2173.0000013030613,2173.000003862812,2173.0000219376375,2173.0007753156992,2173.0205090383693
50,354100,2173.000000025392,2173.000002359289,2173.000005278774,2173.0000539940593,2173.002097175534,2173.049576404596,2173.0000013135914,2173.0000038876397,2173.0000232564194,2173.0008337642485,2173.0219181241714,2173.0000013030544,2173.0000038615417,2173.0000218221285,2173.000770115807,2173.02038249926
50,354200,2173.000000025392,2173.0000023592693,2173.0000052747646,2173.000053655193,2173.0020831693255,2173.0492757619954,2173.000001313586,2173.000003886267,2173.000023131424,2173.0008281726077,2173.021783080383,2173.0000013030517,2173.0000038602893,2173.0000217074667,2173.000764950863,2173.020256729248
